m_fFractionInterToStopCatchUp,m_fFractionInterToStopCatchUp
m_fFractionInterToStopMovingTarget,m_fFractionInterToStopMovingTarget
m_fFractionInterToStopCatchUpTarget,m_fFractionInterToStopCatchUpTarget
m_fGaitSwayBuffer,m_fGaitSwayBuffer
m_fScriptPercentageInterToStopMoving,m_fScriptPercentageInterToStopMoving
m_fScriptPercentageInterToCatchUp,m_fScriptPercentageInterToCatchUp
m_nScriptTimeForInterpolation,m_fScriptTimeForInterPolation
m_nFadeInOutFlag,m_iFadingDirection
m_nModeObbeCamIsInForCar,m_iModeObbeCamIsInForCar
m_nModeToGoTo,m_iModeToGoTo
m_nMusicFadingDirection,m_iMusicFadingDirection
m_nTypeOfSwitch,m_iTypeOfSwitch
m_nFadeStartTime,m_uiFadeTimeStarted
m_nFadeTimeStartedMusic,m_uiFadeTimeStartedMusic
m_nExtraEntitiesCount,m_numExtrasEntitysToIgnore
m_pExtraEntity,m_pExtrasEntitysToIgnore
m_fDuckCamMotionFactor,m_duckZMod
m_fDuckAimCamMotionFactor,m_duckZMod_Aim
m_fTrackLinearStartTime,m_vectorTrackStartTime
m_fTrackLinearEndTime,m_vectorTrackEndTime
m_vecTrackLinearEndPoint,m_vectorTrackTo
m_vecTrackLinearStartPoint,m_vectorTrackFrom
m_bTrackLinearWithEase,m_bVectorTrackSmoothEnds
m_vecTrackLinear,m_VectorTrackScript
m_bVecTrackLinearProcessed,m_bVectorTrackScript
m_fShakeIntensity,m_DegreeHandShake
m_fStartShakeTime,m_shakeStartTime
m_fEndShakeTime,m_shakeEndTime
field_C9C,m_bShakeScript
m_nShakeType,m_CurShakeCam
m_fStartZoomTime,m_FOVLerpStartTime
m_fEndZoomTime,m_FOVLerpEndTime
m_fZoomInFactor,m_FOVLerpStart
m_fZoomOutFactor,m_FOVLerpEnd
m_nZoomMode,m_bFOVLerpSmoothEnds
m_bFOVLerpProcessed,m_bFOVScript
m_fFOVNew,m_MyFOV
m_fMoveLinearStartTime,m_vectorMoveStartTime
m_fMoveLinearEndTime,m_vectorMoveEndTime
m_vecMoveLinearPosnStart,m_vectorMoveFrom
m_vecMoveLinearPosnEnd,m_vectorMoveTo
m_bMoveLinearWithEase,m_bVectorMoveSmoothEnds
m_vecMoveLinear,m_VectorMoveScript
m_bVecMoveLinearProcessed,m_bVectorMoveScript
m_bBlockZoom,m_bPersistFOV
m_bCameraPersistPosition,m_bPersistCamPos
m_bCameraPersistTrack,m_bPersistCamLookAt
m_bCinemaCamera,m_bForceCinemaCam
m_aCamTweak,m_VehicleTweaks
m_bCameraVehicleTweaksInitialized,m_bInitedVehicleCamTweaks
m_fCurrentTweakDistance,m_VehicleTweakLenMod
m_fCurrentTweakAltitude,m_VehicleTweakTargetZMod
m_fCurrentTweakAngle,m_VehicleTweakPitchMod
m_nCurrentTweakModelIndex,m_VehicleTweakLastModelId
m_bBelowMinDist,bBelowMinDist
m_bBehindPlayerDesired,bBehindPlayerDesired
m_bCamLookingAtVector,m_bCamLookingAtVector
m_bCollisionChecksOn,m_bCollisionChecksOn
m_bFixingBeta,m_bFixingBeta
m_bTheHeightFixerVehicleIsATrain,m_bTheHeightFixerVehicleIsATrain
m_bLookBehindCamWasInFront,LookBehindCamWasInFront
m_bLookingBehind,LookingBehind
m_bLookingLeft,LookingLeft
m_bLookingRight,LookingRight
m_bResetStatics,ResetStatics
m_bRotating,Rotating
m_nMode,Mode
m_nFinishTime,m_uiFinishTime
m_nDoCollisionChecksOnFrameNum,m_iDoCollisionChecksOnFrameNum
m_nDoCollisionCheckEveryNumOfFrames,m_iDoCollisionCheckEveryNumOfFrames
m_nFrameNumWereAt,m_iFrameNumWereAt
m_nDirectionWasLooking,DirectionWasLooking
m_fSyphonModeTargetZOffSet,m_fSyphonModeTargetZOffSet
m_fAlphaSpeedOverOneFrame,m_fAlphaSpeedOverOneFrame
m_fBetaSpeedOverOneFrame,m_fBetaSpeedOverOneFrame
m_fCamBufferedHeight,m_fCamBufferedHeight
m_fCamBufferedHeightSpeed,m_fCamBufferedHeightSpeed
m_fCloseInPedHeightOffset,m_fCloseInPedHeightOffset
m_fCloseInPedHeightOffsetSpeed,m_fCloseInPedHeightOffsetSpeed
m_fCloseInCarHeightOffset,m_fCloseInCarHeightOffset
m_fCloseInCarHeightOffsetSpeed,m_fCloseInCarHeightOffsetSpeed
m_fDimensionOfHighestNearCar,m_fDimensionOfHighestNearCar
m_fDistanceBeforeChanges,m_fDistanceBeforeChanges
m_fFovSpeedOverOneFrame,m_fFovSpeedOverOneFrame
m_fMinDistAwayFromCamWhenInterPolating,m_fMinDistAwayFromCamWhenInterPolating
m_fPedBetweenCameraHeightOffset,m_fPedBetweenCameraHeightOffset
m_fPlayerInFrontSyphonAngleOffSet,m_fPlayerInFrontSyphonAngleOffSet
m_fRadiusForDead,m_fRadiusForDead
m_fRealGroundDist,m_fRealGroundDist
m_fTimeElapsedFloat,m_fTimeElapsedFloat
m_fTilt,m_fTilt
m_fTiltSpeed,m_fTiltSpeed
m_fTransitionBeta,m_fTransitionBeta
m_fTrueBeta,m_fTrueBeta
m_fTrueAlpha,m_fTrueAlpha
m_fInitialPlayerOrientation,m_fInitialPlayerOrientation
m_fVerticalAngle,Alpha
m_fAlphaSpeed,AlphaSpeed
m_fFOV,FOV
m_fFOVSpeed,FOVSpeed
m_fHorizontalAngle,Beta
m_fBetaSpeed,BetaSpeed
m_fDistance,Distance
m_fDistanceSpeed,DistanceSpeed
m_fCaMinDistance,CA_MIN_DISTANCE
m_fCaMaxDistance,CA_MAX_DISTANCE
m_fSpeedVar,SpeedVar
m_fCameraHeightMultiplier,m_fCameraHeightMultiplier
m_fTargetZoomGroundOne,m_fTargetZoomGroundOne
m_fTargetZoomGroundTwo,m_fTargetZoomGroundTwo
m_fTargetZoomGroundThree,m_fTargetZoomGroundThree
m_fTargetZoomOneZExtra,m_fTargetZoomOneZExtra
m_fTargetZoomTwoZExtra,m_fTargetZoomTwoZExtra
m_fTargetZoomTwoInteriorZExtra,m_fTargetZoomTwoInteriorZExtra
m_fTargetZoomThreeZExtra,m_fTargetZoomThreeZExtra
m_fTargetZoomZCloseIn,m_fTargetZoomZCloseIn
m_fMinRealGroundDist,m_fMinRealGroundDist
m_fTargetCloseInDist,m_fTargetCloseInDist
m_fBeta_Targeting,Beta_Targeting
m_fX_Targetting,X_Targetting
m_fY_Targetting,Y_Targetting
m_nCarWeAreFocussingOn,CarWeAreFocussingOn
m_fCarWeAreFocussingOnI,CarWeAreFocussingOnI
m_fCamBumpedHorz,m_fCamBumpedHorz
m_fCamBumpedVert,m_fCamBumpedVert
m_nCamBumpedTime,m_nCamBumpedTime
m_vecSourceSpeedOverOneFrame,m_cvecSourceSpeedOverOneFrame
m_vecTargetSpeedOverOneFrame,m_cvecTargetSpeedOverOneFrame
m_vecUpOverOneFrame,m_cvecUpOverOneFrame
m_vecTargetCoorsForFudgeInter,m_cvecTargetCoorsForFudgeInter
m_vecCamFixedModeVector,m_cvecCamFixedModeVector
m_vecCamFixedModeSource,m_cvecCamFixedModeSource
m_vecCamFixedModeUpOffSet,m_cvecCamFixedModeUpOffSet
m_vecLastAboveWaterCamPosition,m_vecLastAboveWaterCamPosition
m_vecBufferedPlayerBodyOffset,m_vecBufferedPlayerBodyOffset
m_vecFront,Front
m_vecSource,Source
m_vecSourceBeforeLookBehind,SourceBeforeLookBehind
m_vecUp,Up
m_avecPreviousVectors,m_arrPreviousVectors
m_avecTargetHistoryPos,m_aTargetHistoryPos
m_anTargetHistoryTime,m_nTargetHistoryTime
m_nCurrentHistoryPoints,m_nCurrentHistoryPoints
m_pCamTargetEntity,CamTargetEntity
m_fCameraDistance,m_fCameraDistance
m_fIdealAlpha,m_fIdealAlpha
m_fPlayerVelocity,m_fPlayerVelocity
m_pLastCarEntered,m_pLastCarEntered
m_pLastPedLookedAt,m_pLastPedLookedAt
m_bFirstPersonRunAboutActive,m_bFirstPersonRunAboutActive
